Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ACCSTO
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SEN,Sub-Saharan Africa,Lower middle income,66
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SGP,East Asia & Pacific,High income,100
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SLB,East Asia & Pacific,Lower middle income,66.1797637939453
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SLE,Sub-Saharan Africa,Low income,26.1000003814697
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SLV,Latin America & Caribbean,Lower middle income,97
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SMR,Europe & Central Asia,High income,100
Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SOM,Sub-Saharan Africa,Low income,50.7649765014648
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SRB,Europe & Central Asia,Upper middle income,100
South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SSD,Sub-Saharan Africa,Low income,6.17316961288452
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,STP,Sub-Saharan Africa,Lower middle income,71
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SUR,Latin America & Caribbean,Upper middle income,97.4000015258789
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SVK,Europe & Central Asia,High income,100
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SVN,Europe & Central Asia,High income,100
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SWE,Europe & Central Asia,High income,100
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SWZ,Sub-Saharan Africa,Lower middle income,73.9157791137695
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SXM,Latin America & Caribbean,High income,100
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SYC,Sub-Saharan Africa,High income,100
Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,SYR,Middle East & North Africa,Low income,86
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,TCA,Latin America & Caribbean,High income,100
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,TCD,Sub-Saharan Africa,Low income,10.1140403747559
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,TGO,Sub-Saharan Africa,Low income,50
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,THA,East Asia & Pacific,Upper middle income,99.8199996948242
Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,TJK,Europe & Central Asia,Lower middle income,99.3000030517578
Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,TKM,Europe & Central Asia,Upper middle income,100
Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,TLS,East Asia & Pacific,Lower middle income,85.3814010620117
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,TON,East Asia & Pacific,Upper middle income,99.132568359375
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,TTO,Latin America & Caribbean,High income,100
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,TUN,Middle East & North Africa,Lower middle income,99.8000030517578
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,TUR,Europe & Central Asia,Upper middle income,100
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,TUV,East Asia & Pacific,Upper middle income,99.0653839111328
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,TZA,Sub-Saharan Africa,Lower middle income,35.048023223877
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,UGA,Sub-Saharan Africa,Low income,41.9199981689453
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,UKR,Europe & Central Asia,Lower middle income,100
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,URY,Latin America & Caribbean,High income,99.8000030517578
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,USA,North America,High income,100
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,UZB,Europe & Central Asia,Lower middle income,100
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,VCT,Latin America & Caribbean,Upper middle income,100
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,VGB,Latin America & Caribbean,High income,100
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,VIR,Latin America & Caribbean,High income,100
Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,VNM,East Asia & Pacific,Lower middle income,100
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,VUT,East Asia & Pacific,Lower middle income,61.7545127868652
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,WSM,East Asia & Pacific,Lower middle income,99.9944763183594
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,XKX,Europe & Central Asia,Upper middle income,
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,YEM,Middle East & North Africa,Low income,62
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,ZAF,Sub-Saharan Africa,Upper middle income,84.6999969482422
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,ZMB,Sub-Saharan Africa,Low income,40.3178901672363
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018.0,ZWE,Sub-Saharan Africa,Lower middle income,45.5726470947266
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ABW,Latin America & Caribbean,High income,100
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,AFG,South Asia,Low income,97.6999969482422
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,AGO,Sub-Saharan Africa,Lower middle income,45.6427993774414
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ALB,Europe & Central Asia,Upper middle income,100
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,AND,Europe & Central Asia,High income,100
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ARE,Middle East & North Africa,High income,100
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ARG,Latin America & Caribbean,Upper middle income,100
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ARM,Europe & Central Asia,Upper middle income,100
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ASM,East Asia & Pacific,Upper middle income,
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ATG,Latin America & Caribbean,High income,100
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,AUS,East Asia & Pacific,High income,100
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,AUT,Europe & Central Asia,High income,100
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,AZE,Europe & Central Asia,Upper middle income,100
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BDI,Sub-Saharan Africa,Low income,11.3565282821655
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BEL,Europe & Central Asia,High income,100
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BEN,Sub-Saharan Africa,Lower middle income,40.3286895751953
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BFA,Sub-Saharan Africa,Low income,18.3748550415039
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BGD,South Asia,Lower middle income,92.1999969482422
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BGR,Europe & Central Asia,Upper middle income,100
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BHR,Middle East & North Africa,High income,100
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BHS,Latin America & Caribbean,High income,100
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BIH,Europe & Central Asia,Upper middle income,100
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BLR,Europe & Central Asia,Upper middle income,100
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BLZ,Latin America & Caribbean,Upper middle income,92.7200012207031
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BMU,North America,High income,100
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BOL,Latin America & Caribbean,Lower middle income,95.0800018310547
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BRA,Latin America & Caribbean,Upper middle income,99.8000030517578
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BRB,Latin America & Caribbean,High income,100
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BRN,East Asia & Pacific,High income,100
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BTN,South Asia,Lower middle income,100
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,BWA,Sub-Saharan Africa,Upper middle income,69.9597396850586
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CAF,Sub-Saharan Africa,Low income,14.3000001907349
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CAN,North America,High income,100
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CHE,Europe & Central Asia,High income,100
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CHI,Europe & Central Asia,High income,100
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CHL,Latin America & Caribbean,High income,100
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CHN,East Asia & Pacific,Upper middle income,100
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CIV,Sub-Saharan Africa,Lower middle income,68.4595565795898
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CMR,Sub-Saharan Africa,Lower middle income,63.4898796081543
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,COD,Sub-Saharan Africa,Low income,19.1000003814697
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,COG,Sub-Saharan Africa,Lower middle income,48.4074745178223
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,COL,Latin America & Caribbean,Upper middle income,99.7559204101563
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,COM,Sub-Saharan Africa,Lower middle income,84.2977752685547
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CPV,Sub-Saharan Africa,Lower middle income,91.4000015258789
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CRI,Latin America & Caribbean,Upper middle income,99.7099990844727
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CUB,Latin America & Caribbean,Upper middle income,99.8000030517578
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CUW,Latin America & Caribbean,High income,100
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CYM,Latin America & Caribbean,High income,100
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CYP,Europe & Central Asia,High income,100
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,CZE,Europe & Central Asia,High income,100
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,DEU,Europe & Central Asia,High income,100
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,DJI,Middle East & North Africa,Lower middle income,61.2119293212891
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,DMA,Latin America & Caribbean,Upper middle income,100
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,DNK,Europe & Central Asia,High income,100
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,DOM,Latin America & Caribbean,Upper middle income,99
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,DZA,Middle East & North Africa,Lower middle income,99.5
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ECU,Latin America & Caribbean,Upper middle income,99.0899963378906
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,EGY,Middle East & North Africa,Lower middle income,100
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ERI,Sub-Saharan Africa,Low income,50.9369926452637
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ESP,Europe & Central Asia,High income,100
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,EST,Europe & Central Asia,High income,100
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ETH,Sub-Saharan Africa,Low income,48.063591003418
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,FIN,Europe & Central Asia,High income,100
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,FJI,East Asia & Pacific,Upper middle income,99.7158813476563
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,FRA,Europe & Central Asia,High income,100
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,FRO,Europe & Central Asia,High income,100
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,FSM,East Asia & Pacific,Lower middle income,81.2767333984375
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GAB,Sub-Saharan Africa,Upper middle income,90.7262954711914
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GBR,Europe & Central Asia,High income,100
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GEO,Europe & Central Asia,Upper middle income,100
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GHA,Sub-Saharan Africa,Lower middle income,83.5
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GIB,Europe & Central Asia,High income,100
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GIN,Sub-Saharan Africa,Low income,42.2000007629395
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GMB,Sub-Saharan Africa,Low income,62.0999984741211
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GNB,Sub-Saharan Africa,Low income,30.9615573883057
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GNQ,Sub-Saharan Africa,Upper middle income,66.6000442504883
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GRC,Europe & Central Asia,High income,100
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GRD,Latin America & Caribbean,Upper middle income,93.120964050293
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GRL,Europe & Central Asia,High income,100
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GTM,Latin America & Caribbean,Upper middle income,95.7420043945313
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GUM,East Asia & Pacific,High income,100
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,GUY,Latin America & Caribbean,Upper middle income,91.9157562255859
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,HKG,East Asia & Pacific,High income,100
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,HND,Latin America & Caribbean,Lower middle income,91.0999984741211
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,HRV,Europe & Central Asia,High income,100
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,HTI,Latin America & Caribbean,Lower middle income,45.990234375
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,HUN,Europe & Central Asia,High income,100
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,IDN,East Asia & Pacific,Lower middle income,98.8499984741211
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,IMN,Europe & Central Asia,High income,100
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,IND,South Asia,Lower middle income,97.3082656860352
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,IRL,Europe & Central Asia,High income,100
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,IRN,Middle East & North Africa,Lower middle income,100
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,IRQ,Middle East & North Africa,Upper middle income,99.9920043945313
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ISL,Europe & Central Asia,High income,100
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ISR,Middle East & North Africa,High income,100
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ITA,Europe & Central Asia,High income,100
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,JAM,Latin America & Caribbean,Upper middle income,99.3676223754883
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,JOR,Middle East & North Africa,Upper middle income,100
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,JPN,East Asia & Pacific,High income,100
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,KAZ,Europe & Central Asia,Upper middle income,100
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,KEN,Sub-Saharan Africa,Lower middle income,69.6999969482422
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,KGZ,Europe & Central Asia,Lower middle income,99.8742370605469
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,KHM,East Asia & Pacific,Lower middle income,84
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,KIR,East Asia & Pacific,Lower middle income,90.0328521728516
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,KNA,Latin America & Caribbean,High income,100
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,KOR,East Asia & Pacific,High income,100
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,KWT,Middle East & North Africa,High income,100
Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,LAO,East Asia & Pacific,Lower middle income,99.0920867919922
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,LBN,Middle East & North Africa,Lower middle income,99.9748687744141
Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,LBR,Sub-Saharan Africa,Low income,23.1000003814697
Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,LBY,Middle East & North Africa,Upper middle income,68.6424026489258
St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,LCA,Latin America & Caribbean,Upper middle income,99.5021820068359
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,LIE,Europe & Central Asia,High income,100
Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,LKA,South Asia,Lower middle income,99.7585678100586
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,LSO,Sub-Saharan Africa,Lower middle income,44.5002098083496
Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,LTU,Europe & Central Asia,High income,100
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,LUX,Europe & Central Asia,High income,100
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,LVA,Europe & Central Asia,High income,100
"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MAC,East Asia & Pacific,High income,100
St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MAF,Latin America & Caribbean,High income,100
Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MAR,Middle East & North Africa,Lower middle income,99.5999984741211
Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MCO,Europe & Central Asia,High income,100
Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MDA,Europe & Central Asia,Upper middle income,100
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MDG,Sub-Saharan Africa,Low income,31.0400009155273
Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MDV,South Asia,Upper middle income,100
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MEX,Latin America & Caribbean,Upper middle income,99.5999984741211
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MHL,East Asia & Pacific,Upper middle income,97.538200378418
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MKD,Europe & Central Asia,Upper middle income,100
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MLI,Sub-Saharan Africa,Low income,47.8362770080566
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MLT,Middle East & North Africa,High income,100
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MMR,East Asia & Pacific,Lower middle income,68.358528137207
Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MNE,Europe & Central Asia,Upper middle income,100
Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MNG,East Asia & Pacific,Lower middle income,97.2299118041992
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MNP,East Asia & Pacific,High income,100
Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MOZ,Sub-Saharan Africa,Low income,29.6744499206543
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MRT,Sub-Saharan Africa,Lower middle income,45.8300323486328
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MUS,Sub-Saharan Africa,Upper middle income,100
Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MWI,Sub-Saharan Africa,Low income,11.1999998092651
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,MYS,East Asia & Pacific,Upper middle income,100
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,NAM,Sub-Saharan Africa,Upper middle income,55.1770896911621
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,NCL,East Asia & Pacific,High income,100
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,NER,Sub-Saharan Africa,Low income,18.9745712280273
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,NGA,Sub-Saharan Africa,Lower middle income,55.4000015258789
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,NIC,Latin America & Caribbean,Lower middle income,88.0583267211914
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,NLD,Europe & Central Asia,High income,100
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,NOR,Europe & Central Asia,High income,100
Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,NPL,South Asia,Lower middle income,89.9000015258789
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,NRU,East Asia & Pacific,High income,100
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,NZL,East Asia & Pacific,High income,100
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,OMN,Middle East & North Africa,High income,100
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,PAK,South Asia,Lower middle income,74.1276931762695
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,PAN,Latin America & Caribbean,High income,95.8163299560547
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,PER,Latin America & Caribbean,Upper middle income,95.5513610839844
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,PHL,East Asia & Pacific,Lower middle income,95.6450805664063
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,PLW,East Asia & Pacific,Upper middle income,100
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,PNG,East Asia & Pacific,Lower middle income,59.6629753112793
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,POL,Europe & Central Asia,High income,100
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,PRI,Latin America & Caribbean,High income,100
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,PRK,East Asia & Pacific,Low income,49.9720001220703
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,PRT,Europe & Central Asia,High income,100
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,PRY,Latin America & Caribbean,Upper middle income,99.6999969482422
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,PSE,Middle East & North Africa,Lower middle income,100
