Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ACCSUR
Austria,AUT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,AUT,Europe & Central Asia,High income,100
Azerbaijan,AZE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,AZE,Europe & Central Asia,Upper middle income,100
Burundi,BDI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BDI,Sub-Saharan Africa,Low income,57.1261405944824
Belgium,BEL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BEL,Europe & Central Asia,High income,100
Benin,BEN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BEN,Sub-Saharan Africa,Lower middle income,51.6699981689453
Burkina Faso,BFA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BFA,Sub-Saharan Africa,Low income,58.0094757080078
Bangladesh,BGD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BGD,South Asia,Lower middle income,93.4418182373047
Bulgaria,BGR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BGR,Europe & Central Asia,Upper middle income,100
Bahrain,BHR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BHR,Middle East & North Africa,High income,100
"Bahamas, The",BHS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BHS,Latin America & Caribbean,High income,100
Bosnia and Herzegovina,BIH,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BIH,Europe & Central Asia,Upper middle income,100
Belarus,BLR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BLR,Europe & Central Asia,Upper middle income,100
Belize,BLZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BLZ,Latin America & Caribbean,Upper middle income,96.9000015258789
Bermuda,BMU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BMU,North America,High income,100
Bolivia,BOL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BOL,Latin America & Caribbean,Lower middle income,99.4643478393555
Brazil,BRA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BRA,Latin America & Caribbean,Upper middle income,99.9561996459961
Barbados,BRB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BRB,Latin America & Caribbean,High income,100
Brunei Darussalam,BRN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BRN,East Asia & Pacific,High income,100
Bhutan,BTN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BTN,South Asia,Lower middle income,99.6712875366211
Botswana,BWA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,BWA,Sub-Saharan Africa,Upper middle income,79.5800018310547
Central African Republic,CAF,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CAF,Sub-Saharan Africa,Low income,29.4680404663086
Canada,CAN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CAN,North America,High income,100
Switzerland,CHE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CHE,Europe & Central Asia,High income,100
Channel Islands,CHI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CHI,Europe & Central Asia,High income,100
Chile,CHL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CHL,Latin America & Caribbean,High income,99.8768615722656
China,CHN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CHN,East Asia & Pacific,Upper middle income,100
Cote d'Ivoire,CIV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CIV,Sub-Saharan Africa,Lower middle income,86.5
Cameroon,CMR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CMR,Sub-Saharan Africa,Lower middle income,89.8022079467773
"Congo, Dem. Rep.",COD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,COD,Sub-Saharan Africa,Low income,36.4427757263184
"Congo, Rep.",COG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,COG,Sub-Saharan Africa,Lower middle income,61.5341987609863
Colombia,COL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,COL,Latin America & Caribbean,Upper middle income,99.8097152709961
Comoros,COM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,COM,Sub-Saharan Africa,Lower middle income,90.9131011962891
Cabo Verde,CPV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CPV,Sub-Saharan Africa,Lower middle income,92.0306243896484
Costa Rica,CRI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CRI,Latin America & Caribbean,Upper middle income,99.9299240112305
Cuba,CUB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CUB,Latin America & Caribbean,Upper middle income,99.9988327026367
Curacao,CUW,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CUW,Latin America & Caribbean,High income,100
Cayman Islands,CYM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CYM,Latin America & Caribbean,High income,100
Cyprus,CYP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CYP,Europe & Central Asia,High income,100
Czech Republic,CZE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,CZE,Europe & Central Asia,High income,100
Germany,DEU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,DEU,Europe & Central Asia,High income,100
Djibouti,DJI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,DJI,Middle East & North Africa,Lower middle income,67.8900833129883
Dominica,DMA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,DMA,Latin America & Caribbean,Upper middle income,
Denmark,DNK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,DNK,Europe & Central Asia,High income,100
Dominican Republic,DOM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,DOM,Latin America & Caribbean,Upper middle income,99.8272476196289
Algeria,DZA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,DZA,Middle East & North Africa,Lower middle income,99.8179779052734
Ecuador,ECU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,ECU,Latin America & Caribbean,Upper middle income,99.8694076538086
"Egypt, Arab Rep.",EGY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,EGY,Middle East & North Africa,Lower middle income,99.0999984741211
Eritrea,ERI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,ERI,Sub-Saharan Africa,Low income,77.0776901245117
Spain,ESP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,ESP,Europe & Central Asia,High income,100
Estonia,EST,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,EST,Europe & Central Asia,High income,100
Ethiopia,ETH,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,ETH,Sub-Saharan Africa,Low income,85
Finland,FIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,FIN,Europe & Central Asia,High income,100
Fiji,FJI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,FJI,East Asia & Pacific,Upper middle income,98.5953369140625
France,FRA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,FRA,Europe & Central Asia,High income,100
Faroe Islands,FRO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,FRO,Europe & Central Asia,High income,100
"Micronesia, Fed. Sts.",FSM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,FSM,East Asia & Pacific,Lower middle income,90.2920455932617
Gabon,GAB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GAB,Sub-Saharan Africa,Upper middle income,96.7514038085938
United Kingdom,GBR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GBR,Europe & Central Asia,High income,100
Georgia,GEO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GEO,Europe & Central Asia,Upper middle income,100
Ghana,GHA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GHA,Sub-Saharan Africa,Lower middle income,88.0710296630859
Gibraltar,GIB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GIB,Europe & Central Asia,High income,100
Guinea,GIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GIN,Sub-Saharan Africa,Low income,80.0736999511719
"Gambia, The",GMB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GMB,Sub-Saharan Africa,Low income,72.4416885375977
Guinea-Bissau,GNB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GNB,Sub-Saharan Africa,Low income,35.3771591186523
Equatorial Guinea,GNQ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GNQ,Sub-Saharan Africa,Upper middle income,91.9174423217773
Greece,GRC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GRC,Europe & Central Asia,High income,100
Grenada,GRD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GRD,Latin America & Caribbean,Upper middle income,
Greenland,GRL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GRL,Europe & Central Asia,High income,100
Guatemala,GTM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GTM,Latin America & Caribbean,Upper middle income,96.4108734130859
Guam,GUM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GUM,East Asia & Pacific,High income,100
Guyana,GUY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,GUY,Latin America & Caribbean,Upper middle income,94.8161392211914
"Hong Kong SAR, China",HKG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,HKG,East Asia & Pacific,High income,100
Honduras,HND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,HND,Latin America & Caribbean,Lower middle income,98.8976593017578
Croatia,HRV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,HRV,Europe & Central Asia,High income,100
Haiti,HTI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,HTI,Latin America & Caribbean,Lower middle income,75.5860214233398
Hungary,HUN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,HUN,Europe & Central Asia,High income,100
Indonesia,IDN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,IDN,East Asia & Pacific,Lower middle income,99.8313903808594
Isle of Man,IMN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,IMN,Europe & Central Asia,High income,100
India,IND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,IND,South Asia,Lower middle income,97.5
Ireland,IRL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,IRL,Europe & Central Asia,High income,100
"Iran, Islamic Rep.",IRN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,IRN,Middle East & North Africa,Lower middle income,100
Iraq,IRQ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,IRQ,Middle East & North Africa,Upper middle income,99.9849319458008
Iceland,ISL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,ISL,Europe & Central Asia,High income,100
Israel,ISR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,ISR,Middle East & North Africa,High income,100
Italy,ITA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,ITA,Europe & Central Asia,High income,100
Jamaica,JAM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,JAM,Latin America & Caribbean,Upper middle income,98
Jordan,JOR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,JOR,Middle East & North Africa,Upper middle income,99.9981918334961
Japan,JPN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,JPN,East Asia & Pacific,High income,100
Kazakhstan,KAZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,KAZ,Europe & Central Asia,Upper middle income,100
Kenya,KEN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,KEN,Sub-Saharan Africa,Lower middle income,78.0999984741211
Kyrgyz Republic,KGZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,KGZ,Europe & Central Asia,Lower middle income,98.6600036621094
Cambodia,KHM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,KHM,East Asia & Pacific,Lower middle income,95.734130859375
Kiribati,KIR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,KIR,East Asia & Pacific,Lower middle income,88.3099975585938
St. Kitts and Nevis,KNA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,KNA,Latin America & Caribbean,High income,100
"Korea, Rep.",KOR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,KOR,East Asia & Pacific,High income,100
Kuwait,KWT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,KWT,Middle East & North Africa,High income,100
Lao PDR,LAO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,LAO,East Asia & Pacific,Lower middle income,97.8000030517578
Lebanon,LBN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,LBN,Middle East & North Africa,Lower middle income,100
Liberia,LBR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,LBR,Sub-Saharan Africa,Low income,25.3218383789063
Libya,LBY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,LBY,Middle East & North Africa,Upper middle income,100
St. Lucia,LCA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,LCA,Latin America & Caribbean,Upper middle income,95.3271789550781
Liechtenstein,LIE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,LIE,Europe & Central Asia,High income,100
Sri Lanka,LKA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,LKA,South Asia,Lower middle income,99.6487579345703
Lesotho,LSO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,LSO,Sub-Saharan Africa,Lower middle income,64.4152984619141
Lithuania,LTU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,LTU,Europe & Central Asia,High income,100
Luxembourg,LUX,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,LUX,Europe & Central Asia,High income,100
Latvia,LVA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,LVA,Europe & Central Asia,High income,100
"Macao SAR, China",MAC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MAC,East Asia & Pacific,High income,100
St. Martin (French part),MAF,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MAF,Latin America & Caribbean,High income,100
Morocco,MAR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MAR,Middle East & North Africa,Lower middle income,99.1132049560547
Monaco,MCO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MCO,Europe & Central Asia,High income,100
Moldova,MDA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MDA,Europe & Central Asia,Upper middle income,100
Madagascar,MDG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MDG,Sub-Saharan Africa,Low income,63.7947616577148
Maldives,MDV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MDV,South Asia,Upper middle income,99.9837188720703
Mexico,MEX,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MEX,Latin America & Caribbean,Upper middle income,99.3000030517578
Marshall Islands,MHL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MHL,East Asia & Pacific,Upper middle income,94.163703918457
North Macedonia,MKD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MKD,Europe & Central Asia,Upper middle income,100
Mali,MLI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MLI,Sub-Saharan Africa,Low income,83.0999984741211
Malta,MLT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MLT,Middle East & North Africa,High income,100
Myanmar,MMR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MMR,East Asia & Pacific,Lower middle income,90.8000030517578
Montenegro,MNE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MNE,Europe & Central Asia,Upper middle income,100
Mongolia,MNG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MNG,East Asia & Pacific,Lower middle income,98.1962127685547
Northern Mariana Islands,MNP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MNP,East Asia & Pacific,High income,100
Mozambique,MOZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MOZ,Sub-Saharan Africa,Low income,68
Mauritania,MRT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MRT,Sub-Saharan Africa,Lower middle income,77.5772247314453
Mauritius,MUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MUS,Sub-Saharan Africa,Upper middle income,99.6121368408203
Malawi,MWI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MWI,Sub-Saharan Africa,Low income,48.7000007629395
Malaysia,MYS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,MYS,East Asia & Pacific,Upper middle income,99.9909057617188
Namibia,NAM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,NAM,Sub-Saharan Africa,Upper middle income,74.5999984741211
New Caledonia,NCL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,NCL,East Asia & Pacific,High income,100
Niger,NER,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,NER,Sub-Saharan Africa,Low income,60.2000007629395
Nigeria,NGA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,NGA,Sub-Saharan Africa,Lower middle income,81.5
Nicaragua,NIC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,NIC,Latin America & Caribbean,Lower middle income,98.7502670288086
Netherlands,NLD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,NLD,Europe & Central Asia,High income,100
Norway,NOR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,NOR,Europe & Central Asia,High income,100
Nepal,NPL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,NPL,South Asia,Lower middle income,95.1621246337891
Nauru,NRU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,NRU,East Asia & Pacific,High income,99
New Zealand,NZL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,NZL,East Asia & Pacific,High income,100
Oman,OMN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,OMN,Middle East & North Africa,High income,100
Pakistan,PAK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,PAK,South Asia,Lower middle income,98.919303894043
Panama,PAN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,PAN,Latin America & Caribbean,High income,99.0716247558594
Peru,PER,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,PER,Latin America & Caribbean,Upper middle income,98.8748931884766
Philippines,PHL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,PHL,East Asia & Pacific,Lower middle income,95.9100036621094
Palau,PLW,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,PLW,East Asia & Pacific,Upper middle income,99.8090744018555
Papua New Guinea,PNG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,PNG,East Asia & Pacific,Lower middle income,77.8195343017578
Poland,POL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,POL,Europe & Central Asia,High income,100
Puerto Rico,PRI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,PRI,Latin America & Caribbean,High income,100
"Korea, Dem. People's Rep.",PRK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,PRK,East Asia & Pacific,Low income,35
Portugal,PRT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,PRT,Europe & Central Asia,High income,100
Paraguay,PRY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,PRY,Latin America & Caribbean,Upper middle income,99.8153381347656
West Bank and Gaza,PSE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,PSE,Middle East & North Africa,Lower middle income,99.9993667602539
French Polynesia,PYF,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,PYF,East Asia & Pacific,High income,100
Qatar,QAT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,QAT,Middle East & North Africa,High income,100
Romania,ROU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,ROU,Europe & Central Asia,High income,100
Russian Federation,RUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,RUS,Europe & Central Asia,Upper middle income,95.0999984741211
Rwanda,RWA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,RWA,Sub-Saharan Africa,Low income,72.9000015258789
Saudi Arabia,SAU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SAU,Middle East & North Africa,High income,100
Sudan,SDN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SDN,Sub-Saharan Africa,Low income,77.2320556640625
Senegal,SEN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SEN,Sub-Saharan Africa,Lower middle income,86.9000015258789
Singapore,SGP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SGP,East Asia & Pacific,High income,100
Solomon Islands,SLB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SLB,East Asia & Pacific,Lower middle income,67.5999984741211
Sierra Leone,SLE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SLE,Sub-Saharan Africa,Low income,45.3907089233398
El Salvador,SLV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SLV,Latin America & Caribbean,Lower middle income,98
San Marino,SMR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SMR,Europe & Central Asia,High income,100
Somalia,SOM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SOM,Sub-Saharan Africa,Low income,68.341438293457
Serbia,SRB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SRB,Europe & Central Asia,Upper middle income,99.9000015258789
South Sudan,SSD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SSD,Sub-Saharan Africa,Low income,11.5472221374512
Sao Tome and Principe,STP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,STP,Sub-Saharan Africa,Lower middle income,73.0428009033203
Suriname,SUR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SUR,Latin America & Caribbean,Upper middle income,98.2585296630859
Slovak Republic,SVK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SVK,Europe & Central Asia,High income,100
Slovenia,SVN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SVN,Europe & Central Asia,High income,100
Sweden,SWE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SWE,Europe & Central Asia,High income,100
Eswatini,SWZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SWZ,Sub-Saharan Africa,Lower middle income,80.5934600830078
Sint Maarten (Dutch part),SXM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SXM,Latin America & Caribbean,High income,100
Seychelles,SYC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SYC,Sub-Saharan Africa,High income,100
Syrian Arab Republic,SYR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,SYR,Middle East & North Africa,Low income,100
Turks and Caicos Islands,TCA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,TCA,Latin America & Caribbean,High income,100
Chad,TCD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,TCD,Sub-Saharan Africa,Low income,32.4000015258789
Togo,TGO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,TGO,Sub-Saharan Africa,Low income,82.006217956543
Thailand,THA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,THA,East Asia & Pacific,Upper middle income,99.6999969482422
Tajikistan,TJK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2015.0,TJK,Europe & Central Asia,Lower middle income,98.5
