Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ELECLOSS
Kyrgyz Republic,KGZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,KGZ,Europe & Central Asia,Lower middle income,24.0909090909091
Cambodia,KHM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,KHM,East Asia & Pacific,Lower middle income,28.6
Kiribati,KIR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,KIR,East Asia & Pacific,Lower middle income,
St. Kitts and Nevis,KNA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,KNA,Latin America & Caribbean,High income,
"Korea, Rep.",KOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,KOR,East Asia & Pacific,High income,3.63063146493584
Kuwait,KWT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,KWT,Middle East & North Africa,High income,12.086833014782
Lao PDR,LAO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,LAO,East Asia & Pacific,Lower middle income,
Lebanon,LBN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,LBN,Middle East & North Africa,Lower middle income,11.895366598778
Liberia,LBR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,LBR,Sub-Saharan Africa,Low income,
Libya,LBY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,LBY,Middle East & North Africa,Upper middle income,35.7546532342281
St. Lucia,LCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,LCA,Latin America & Caribbean,Upper middle income,
Liechtenstein,LIE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,LIE,Europe & Central Asia,High income,
Sri Lanka,LKA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,LKA,South Asia,Lower middle income,13.7672437737247
Lesotho,LSO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,LSO,Sub-Saharan Africa,Lower middle income,
Lithuania,LTU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,LTU,Europe & Central Asia,High income,19.8037645174209
Luxembourg,LUX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,LUX,Europe & Central Asia,High income,3.77708978328173
Latvia,LVA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,LVA,Europe & Central Asia,High income,10.9400935566621
"Macao SAR, China",MAC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MAC,East Asia & Pacific,High income,
St. Martin (French part),MAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MAF,Latin America & Caribbean,High income,
Morocco,MAR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MAR,Middle East & North Africa,Lower middle income,11.3129435620142
Monaco,MCO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MCO,Europe & Central Asia,High income,
Moldova,MDA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MDA,Europe & Central Asia,Upper middle income,23.5563553083592
Madagascar,MDG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MDG,Sub-Saharan Africa,Low income,
Maldives,MDV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MDV,South Asia,Upper middle income,
Mexico,MEX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MEX,Latin America & Caribbean,Upper middle income,16.0602750265844
Marshall Islands,MHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MHL,East Asia & Pacific,Upper middle income,
North Macedonia,MKD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MKD,Europe & Central Asia,Upper middle income,17.6170798898072
Mali,MLI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MLI,Sub-Saharan Africa,Low income,
Malta,MLT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MLT,Middle East & North Africa,High income,6.5279091769158
Myanmar,MMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MMR,East Asia & Pacific,Lower middle income,16.6114278138672
Montenegro,MNE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MNE,Europe & Central Asia,Upper middle income,16.5837891596221
Mongolia,MNG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MNG,East Asia & Pacific,Lower middle income,11.7087873869696
Northern Mariana Islands,MNP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MNP,East Asia & Pacific,High income,
Mozambique,MOZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MOZ,Sub-Saharan Africa,Low income,14.7425897035881
Mauritania,MRT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MRT,Sub-Saharan Africa,Lower middle income,
Mauritius,MUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MUS,Sub-Saharan Africa,Upper middle income,7.21457791000372
Malawi,MWI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MWI,Sub-Saharan Africa,Low income,
Malaysia,MYS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,MYS,East Asia & Pacific,Upper middle income,6.16896126168
Namibia,NAM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,NAM,Sub-Saharan Africa,Upper middle income,25.2107279693487
New Caledonia,NCL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,NCL,East Asia & Pacific,High income,
Niger,NER,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,NER,Sub-Saharan Africa,Low income,38.9078498293515
Nigeria,NGA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,NGA,Sub-Saharan Africa,Lower middle income,17.2160330768347
Nicaragua,NIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,NIC,Latin America & Caribbean,Lower middle income,18.4749931675321
Netherlands,NLD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,NLD,Europe & Central Asia,High income,4.72289762723233
Norway,NOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,NOR,Europe & Central Asia,High income,7.70135834726302
Nepal,NPL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,NPL,South Asia,Lower middle income,34.3204488778055
Nauru,NRU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,NRU,East Asia & Pacific,High income,
New Zealand,NZL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,NZL,East Asia & Pacific,High income,6.90584357740958
Oman,OMN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,OMN,Middle East & North Africa,High income,15.2732226651193
Pakistan,PAK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,PAK,South Asia,Lower middle income,16.2262671639261
Panama,PAN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,PAN,Latin America & Caribbean,High income,14.3302180685358
Peru,PER,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,PER,Latin America & Caribbean,Upper middle income,10.1253831150738
Philippines,PHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,PHL,East Asia & Pacific,Lower middle income,11.5142747483098
Palau,PLW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,PLW,East Asia & Pacific,Upper middle income,
Papua New Guinea,PNG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,PNG,East Asia & Pacific,Lower middle income,
Poland,POL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,POL,Europe & Central Asia,High income,7.54413103399983
Puerto Rico,PRI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,PRI,Latin America & Caribbean,High income,
"Korea, Dem. People's Rep.",PRK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,PRK,East Asia & Pacific,Low income,15.8096381093058
Portugal,PRT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,PRT,Europe & Central Asia,High income,7.97154085414688
Paraguay,PRY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,PRY,Latin America & Caribbean,Upper middle income,6.2312728886916
West Bank and Gaza,PSE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,PSE,Middle East & North Africa,Lower middle income,
French Polynesia,PYF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,PYF,East Asia & Pacific,High income,
Qatar,QAT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,QAT,Middle East & North Africa,High income,6.27842524161455
Romania,ROU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,ROU,Europe & Central Asia,High income,11.6432141737739
Russian Federation,RUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,RUS,Europe & Central Asia,Upper middle income,10.1275339826815
Rwanda,RWA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,RWA,Sub-Saharan Africa,Low income,
Saudi Arabia,SAU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SAU,Middle East & North Africa,High income,8.90917952071713
Sudan,SDN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SDN,Sub-Saharan Africa,Low income,19.3092412321643
Senegal,SEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SEN,Sub-Saharan Africa,Lower middle income,16.3849154746424
Singapore,SGP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SGP,East Asia & Pacific,High income,2.85487533343621
Solomon Islands,SLB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SLB,East Asia & Pacific,Lower middle income,
Sierra Leone,SLE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SLE,Sub-Saharan Africa,Low income,
El Salvador,SLV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SLV,Latin America & Caribbean,Lower middle income,12.850935828877
San Marino,SMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SMR,Europe & Central Asia,High income,
Somalia,SOM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SOM,Sub-Saharan Africa,Low income,
Serbia,SRB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SRB,Europe & Central Asia,Upper middle income,16.0970526147022
South Sudan,SSD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SSD,Sub-Saharan Africa,Low income,
Sao Tome and Principe,STP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,STP,Sub-Saharan Africa,Lower middle income,
Suriname,SUR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SUR,Latin America & Caribbean,Upper middle income,8.52668213457077
Slovak Republic,SVK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SVK,Europe & Central Asia,High income,3.11680745703466
Slovenia,SVN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SVN,Europe & Central Asia,High income,6.04121808674254
Sweden,SWE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SWE,Europe & Central Asia,High income,7.12986663074229
Eswatini,SWZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SWZ,Sub-Saharan Africa,Lower middle income,
Sint Maarten (Dutch part),SXM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SXM,Latin America & Caribbean,High income,
Seychelles,SYC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SYC,Sub-Saharan Africa,High income,
Syrian Arab Republic,SYR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,SYR,Middle East & North Africa,Low income,15.3039019240299
Turks and Caicos Islands,TCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,TCA,Latin America & Caribbean,High income,
Chad,TCD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,TCD,Sub-Saharan Africa,Low income,
Togo,TGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,TGO,Sub-Saharan Africa,Low income,49.1620111731844
Thailand,THA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,THA,East Asia & Pacific,Upper middle income,6.34457943105026
Tajikistan,TJK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,TJK,Europe & Central Asia,Lower middle income,14.1770611499848
Turkmenistan,TKM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,TKM,Europe & Central Asia,Upper middle income,12.797118847539
Timor-Leste,TLS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,TLS,East Asia & Pacific,Lower middle income,
Tonga,TON,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,TON,East Asia & Pacific,Upper middle income,
Trinidad and Tobago,TTO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,TTO,Latin America & Caribbean,High income,3.12315851502652
Tunisia,TUN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,TUN,Middle East & North Africa,Lower middle income,11.4463718543855
Turkiye,TUR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,TUR,Europe & Central Asia,Upper middle income,14.3091170788985
Tuvalu,TUV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,TUV,East Asia & Pacific,Upper middle income,
Tanzania,TZA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,TZA,Sub-Saharan Africa,Lower middle income,19.8331437239287
Uganda,UGA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,UGA,Sub-Saharan Africa,Low income,
Ukraine,UKR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,UKR,Europe & Central Asia,Lower middle income,11.4892918423115
Uruguay,URY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,URY,Latin America & Caribbean,High income,11.0231923601637
United States,USA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,USA,North America,High income,5.99396513336164
Uzbekistan,UZB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,UZB,Europe & Central Asia,Lower middle income,8.8220502901354
St. Vincent and the Grenadines,VCT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,VCT,Latin America & Caribbean,Upper middle income,
British Virgin Islands,VGB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,VGB,Latin America & Caribbean,High income,
Virgin Islands (U.S.),VIR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,VIR,Latin America & Caribbean,High income,
Vietnam,VNM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,VNM,East Asia & Pacific,Lower middle income,10.1124305870204
Vanuatu,VUT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,VUT,East Asia & Pacific,Lower middle income,
Samoa,WSM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,WSM,East Asia & Pacific,Lower middle income,
Kosovo,XKX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,XKX,Europe & Central Asia,Upper middle income,17.9760061919505
"Yemen, Rep.",YEM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,YEM,Middle East & North Africa,Low income,23.9071566731141
South Africa,ZAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,ZAF,Sub-Saharan Africa,Upper middle income,9.53368037155949
Zambia,ZMB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,ZMB,Sub-Saharan Africa,Low income,17.687595712098
Zimbabwe,ZWE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010.0,ZWE,Sub-Saharan Africa,Lower middle income,19.5383727639931
Aruba,ABW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,ABW,Latin America & Caribbean,High income,
Afghanistan,AFG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,AFG,South Asia,Low income,
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,AGO,Sub-Saharan Africa,Lower middle income,11.2723411785525
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,ALB,Europe & Central Asia,Upper middle income,24.9343832020997
Andorra,AND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,AND,Europe & Central Asia,High income,
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,ARE,Middle East & North Africa,High income,7.17592826089149
Argentina,ARG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,ARG,Latin America & Caribbean,Upper middle income,14.434796032573
Armenia,ARM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,ARM,Europe & Central Asia,Upper middle income,12.1668909825034
American Samoa,ASM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,ASM,East Asia & Pacific,Upper middle income,
Antigua and Barbuda,ATG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,ATG,Latin America & Caribbean,High income,
Australia,AUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,AUS,East Asia & Pacific,High income,6.51577152264412
Austria,AUT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,AUT,Europe & Central Asia,High income,5.31057297019527
Azerbaijan,AZE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,AZE,Europe & Central Asia,Upper middle income,19.5772149403765
Burundi,BDI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BDI,Sub-Saharan Africa,Low income,
Belgium,BEL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BEL,Europe & Central Asia,High income,4.66668164558384
Benin,BEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BEN,Sub-Saharan Africa,Lower middle income,
Burkina Faso,BFA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BFA,Sub-Saharan Africa,Low income,
Bangladesh,BGD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BGD,South Asia,Lower middle income,10.1918329445338
Bulgaria,BGR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BGR,Europe & Central Asia,Upper middle income,8.78795753953182
Bahrain,BHR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BHR,Middle East & North Africa,High income,6.42205604404635
"Bahamas, The",BHS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BHS,Latin America & Caribbean,High income,
Bosnia and Herzegovina,BIH,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BIH,Europe & Central Asia,Upper middle income,10.1374345549738
Belarus,BLR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BLR,Europe & Central Asia,Upper middle income,10.5962732919255
Belize,BLZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BLZ,Latin America & Caribbean,Upper middle income,
Bermuda,BMU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BMU,North America,High income,
Bolivia,BOL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BOL,Latin America & Caribbean,Lower middle income,11.0249307479224
Brazil,BRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BRA,Latin America & Caribbean,Upper middle income,16.4593978076452
Barbados,BRB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BRB,Latin America & Caribbean,High income,
Brunei Darussalam,BRN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BRN,East Asia & Pacific,High income,7.16778523489933
Bhutan,BTN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BTN,South Asia,Lower middle income,
Botswana,BWA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,BWA,Sub-Saharan Africa,Upper middle income,
Central African Republic,CAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CAF,Sub-Saharan Africa,Low income,
Canada,CAN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CAN,North America,High income,8.80057580910294
Switzerland,CHE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CHE,Europe & Central Asia,High income,7.13490650044524
Channel Islands,CHI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CHI,Europe & Central Asia,High income,
Chile,CHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CHL,Latin America & Caribbean,High income,7.13253085386453
China,CHN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CHN,East Asia & Pacific,Upper middle income,5.74023334589481
Cote d'Ivoire,CIV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CIV,Sub-Saharan Africa,Lower middle income,22.3807181505165
Cameroon,CMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CMR,Sub-Saharan Africa,Lower middle income,9.86319878398919
"Congo, Dem. Rep.",COD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,COD,Sub-Saharan Africa,Low income,7.10216483099126
"Congo, Rep.",COG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,COG,Sub-Saharan Africa,Lower middle income,51.8948182521268
Colombia,COL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,COL,Latin America & Caribbean,Upper middle income,12.1793295631506
Comoros,COM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,COM,Sub-Saharan Africa,Lower middle income,
Cabo Verde,CPV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CPV,Sub-Saharan Africa,Lower middle income,
Costa Rica,CRI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CRI,Latin America & Caribbean,Upper middle income,10.7811228641172
Cuba,CUB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CUB,Latin America & Caribbean,Upper middle income,15.6925675675676
Curacao,CUW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CUW,Latin America & Caribbean,High income,
Cayman Islands,CYM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CYM,Latin America & Caribbean,High income,
Cyprus,CYP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CYP,Europe & Central Asia,High income,3.24609454250355
Czech Republic,CZE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,CZE,Europe & Central Asia,High income,5.07628837466581
Germany,DEU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,DEU,Europe & Central Asia,High income,4.08396845995244
Djibouti,DJI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,DJI,Middle East & North Africa,Lower middle income,
Dominica,DMA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,DMA,Latin America & Caribbean,Upper middle income,
Denmark,DNK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,DNK,Europe & Central Asia,High income,6.24769366147208
Dominican Republic,DOM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,DOM,Latin America & Caribbean,Upper middle income,11.6862160988022
Algeria,DZA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,DZA,Middle East & North Africa,Lower middle income,19.3249258160237
Ecuador,ECU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,ECU,Latin America & Caribbean,Upper middle income,16.3015965732087
"Egypt, Arab Rep.",EGY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,EGY,Middle East & North Africa,Lower middle income,8.46727570740633
Eritrea,ERI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,ERI,Sub-Saharan Africa,Low income,14.8367952522255
Spain,ESP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,ESP,Europe & Central Asia,High income,8.92763426438859
Estonia,EST,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,EST,Europe & Central Asia,High income,7.36058326223532
Ethiopia,ETH,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,ETH,Sub-Saharan Africa,Low income,19.9968434343434
Finland,FIN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,FIN,Europe & Central Asia,High income,3.67069835784547
Fiji,FJI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,FJI,East Asia & Pacific,Upper middle income,
France,FRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,FRA,Europe & Central Asia,High income,5.82556728824983
Faroe Islands,FRO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,FRO,Europe & Central Asia,High income,
"Micronesia, Fed. Sts.",FSM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,FSM,East Asia & Pacific,Lower middle income,
Gabon,GAB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,GAB,Sub-Saharan Africa,Upper middle income,19.7942185203332
United Kingdom,GBR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,GBR,Europe & Central Asia,High income,7.55634211155477
Georgia,GEO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,GEO,Europe & Central Asia,Upper middle income,11.2026682362174
Ghana,GHA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,GHA,Sub-Saharan Africa,Lower middle income,23.1160714285714
Gibraltar,GIB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011.0,GIB,Europe & Central Asia,High income,2.92397660818713
