Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ELECRENEW
Belgium,BEL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,BEL,Europe & Central Asia,High income,10101000000.0
Benin,BEN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,BEN,Sub-Saharan Africa,Lower middle income,0.0
Bangladesh,BGD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,BGD,South Asia,Lower middle income,0.0
Bulgaria,BGR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,BGR,Europe & Central Asia,Upper middle income,2101000000.0
Bahrain,BHR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,BHR,Middle East & North Africa,High income,0.0
Bosnia and Herzegovina,BIH,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,BIH,Europe & Central Asia,Upper middle income,0.0
Belarus,BLR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,BLR,Europe & Central Asia,Upper middle income,101000000.0
Bolivia,BOL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,BOL,Latin America & Caribbean,Lower middle income,123000000.0
Brazil,BRA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,BRA,Latin America & Caribbean,Upper middle income,40287000000.0
Brunei Darussalam,BRN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,BRN,East Asia & Pacific,High income,2000000.0
Botswana,BWA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,BWA,Sub-Saharan Africa,Upper middle income,0.0
Canada,CAN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,CAN,North America,High income,22329000000.0
Switzerland,CHE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,CHE,Europe & Central Asia,High income,1926000000.0
Chile,CHL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,CHL,Latin America & Caribbean,High income,5263000000.0
China,CHN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,CHN,East Asia & Pacific,Upper middle income,132470000000.0
Cote d'Ivoire,CIV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,CIV,Sub-Saharan Africa,Lower middle income,66000000.0
Cameroon,CMR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,CMR,Sub-Saharan Africa,Lower middle income,64000000.0
"Congo, Dem. Rep.",COD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,COD,Sub-Saharan Africa,Low income,17000000.0
"Congo, Rep.",COG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,COG,Sub-Saharan Africa,Lower middle income,0.0
Colombia,COL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,COL,Latin America & Caribbean,Upper middle income,2008000000.0
Costa Rica,CRI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,CRI,Latin America & Caribbean,Upper middle income,2111000000.0
Cuba,CUB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,CUB,Latin America & Caribbean,Upper middle income,573000000.0
Cyprus,CYP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,CYP,Europe & Central Asia,High income,257000000.0
Czech Republic,CZE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,CZE,Europe & Central Asia,High income,5936000000.0
Germany,DEU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,DEU,Europe & Central Asia,High income,121703000000.0
Denmark,DNK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,DNK,Europe & Central Asia,High income,14820000000.0
Dominican Republic,DOM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,DOM,Latin America & Caribbean,Upper middle income,263000000.0
Algeria,DZA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,DZA,Middle East & North Africa,Lower middle income,0.0
Ecuador,ECU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,ECU,Latin America & Caribbean,Upper middle income,298000000.0
"Egypt, Arab Rep.",EGY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,EGY,Middle East & North Africa,Lower middle income,1497000000.0
Eritrea,ERI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,ERI,Sub-Saharan Africa,Low income,2000000.0
Spain,ESP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,ESP,Europe & Central Asia,High income,66417000000.0
Estonia,EST,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,EST,Europe & Central Asia,High income,1435000000.0
Ethiopia,ETH,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,ETH,Sub-Saharan Africa,Low income,192000000.0
Finland,FIN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,FIN,Europe & Central Asia,High income,11701000000.0
France,FRA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,FRA,Europe & Central Asia,High income,24320000000.0
Gabon,GAB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,GAB,Sub-Saharan Africa,Upper middle income,12000000.0
United Kingdom,GBR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,GBR,Europe & Central Asia,High income,35840000000.0
Georgia,GEO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,GEO,Europe & Central Asia,Upper middle income,0.0
Ghana,GHA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,GHA,Sub-Saharan Africa,Lower middle income,0.0
Gibraltar,GIB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,GIB,Europe & Central Asia,High income,0.0
Greece,GRC,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,GRC,Europe & Central Asia,High income,5748000000.0
Guatemala,GTM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,GTM,Latin America & Caribbean,Upper middle income,1837000000.0
"Hong Kong SAR, China",HKG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,HKG,East Asia & Pacific,High income,91000000.0
Honduras,HND,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,HND,Latin America & Caribbean,Lower middle income,1029000000.0
Croatia,HRV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,HRV,Europe & Central Asia,High income,425000000.0
Haiti,HTI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,HTI,Latin America & Caribbean,Lower middle income,0.0
Hungary,HUN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,HUN,Europe & Central Asia,High income,2433000000.0
Indonesia,IDN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,IDN,East Asia & Pacific,Lower middle income,9678000000.0
India,IND,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,IND,South Asia,Lower middle income,52150000000.0
Ireland,IRL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,IRL,Europe & Central Asia,High income,4454000000.0
"Iran, Islamic Rep.",IRN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,IRN,Middle East & North Africa,Lower middle income,230000000.0
Iraq,IRQ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,IRQ,Middle East & North Africa,Upper middle income,0.0
Iceland,ISL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,ISL,Europe & Central Asia,High income,5209000000.0
Israel,ISR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,ISR,Middle East & North Africa,High income,451000000.0
Italy,ITA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,ITA,Europe & Central Asia,High income,50348000000.0
Jamaica,JAM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,JAM,Latin America & Caribbean,Upper middle income,284000000.0
Jordan,JOR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,JOR,Middle East & North Africa,Upper middle income,9000000.0
Japan,JPN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,JPN,East Asia & Pacific,High income,42796000000.0
Kazakhstan,KAZ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,KAZ,Europe & Central Asia,Upper middle income,3000000.0
Kenya,KEN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,KEN,Sub-Saharan Africa,Lower middle income,1808000000.0
Kyrgyz Republic,KGZ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,KGZ,Europe & Central Asia,Lower middle income,0.0
Cambodia,KHM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,KHM,East Asia & Pacific,Lower middle income,23000000.0
"Korea, Rep.",KOR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,KOR,East Asia & Pacific,High income,3124000000.0
Kuwait,KWT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,KWT,Middle East & North Africa,High income,0.0
Lebanon,LBN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,LBN,Middle East & North Africa,Lower middle income,0.0
Libya,LBY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,LBY,Middle East & North Africa,Upper middle income,0.0
Sri Lanka,LKA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,LKA,South Asia,Lower middle income,188000000.0
Lithuania,LTU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,LTU,Europe & Central Asia,High income,760000000.0
Luxembourg,LUX,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,LUX,Europe & Central Asia,High income,209000000.0
Latvia,LVA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,LVA,Europe & Central Asia,High income,402000000.0
Morocco,MAR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,MAR,Middle East & North Africa,Lower middle income,728000000.0
Moldova,MDA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,MDA,Europe & Central Asia,Upper middle income,0.0
Mexico,MEX,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,MEX,Latin America & Caribbean,Upper middle income,10478000000.0
North Macedonia,MKD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,MKD,Europe & Central Asia,Upper middle income,3000000.0
Malta,MLT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,MLT,Middle East & North Africa,High income,26000000.0
Myanmar,MMR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,MMR,East Asia & Pacific,Lower middle income,0.0
Montenegro,MNE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,MNE,Europe & Central Asia,Upper middle income,0.0
Mongolia,MNG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,MNG,East Asia & Pacific,Lower middle income,0.0
Mozambique,MOZ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,MOZ,Sub-Saharan Africa,Low income,0.0
Mauritius,MUS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,MUS,Sub-Saharan Africa,Upper middle income,505000000.0
Malaysia,MYS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,MYS,East Asia & Pacific,Upper middle income,866000000.0
Namibia,NAM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,NAM,Sub-Saharan Africa,Upper middle income,0.0
Niger,NER,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,NER,Sub-Saharan Africa,Low income,0.0
Nigeria,NGA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,NGA,Sub-Saharan Africa,Lower middle income,0.0
Nicaragua,NIC,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,NIC,Latin America & Caribbean,Lower middle income,1307000000.0
Netherlands,NLD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,NLD,Europe & Central Asia,High income,12410000000.0
Norway,NOR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,NOR,Europe & Central Asia,High income,1905000000.0
Nepal,NPL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,NPL,South Asia,Lower middle income,0.0
New Zealand,NZL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,NZL,East Asia & Pacific,High income,8910000000.0
Oman,OMN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,OMN,Middle East & North Africa,High income,0.0
Pakistan,PAK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,PAK,South Asia,Lower middle income,0.0
Panama,PAN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,PAN,Latin America & Caribbean,High income,26000000.0
Peru,PER,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,PER,Latin America & Caribbean,Upper middle income,729000000.0
Philippines,PHL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,PHL,East Asia & Pacific,Lower middle income,10490000000.0
Poland,POL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,POL,Europe & Central Asia,High income,14842000000.0
"Korea, Dem. People's Rep.",PRK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,PRK,East Asia & Pacific,Low income,0.0
Portugal,PRT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,PRT,Europe & Central Asia,High income,13748000000.0
Paraguay,PRY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,PRY,Latin America & Caribbean,Upper middle income,0.0
Qatar,QAT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,QAT,Middle East & North Africa,High income,0.0
Romania,ROU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,ROU,Europe & Central Asia,High income,2860000000.0
Russian Federation,RUS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,RUS,Europe & Central Asia,Upper middle income,527000000.0
Saudi Arabia,SAU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,SAU,Middle East & North Africa,High income,1000000.0
Sudan,SDN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,SDN,Sub-Saharan Africa,Low income,0.0
Senegal,SEN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,SEN,Sub-Saharan Africa,Lower middle income,49000000.0
Singapore,SGP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,SGP,East Asia & Pacific,High income,638000000.0
El Salvador,SLV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,SLV,Latin America & Caribbean,Lower middle income,1910000000.0
Serbia,SRB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,SRB,Europe & Central Asia,Upper middle income,6000000.0
South Sudan,SSD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,SSD,Sub-Saharan Africa,Low income,2000000.0
Suriname,SUR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,SUR,Latin America & Caribbean,Upper middle income,0.0
Slovak Republic,SVK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,SVK,Europe & Central Asia,High income,1371000000.0
Slovenia,SVN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,SVN,Europe & Central Asia,High income,430000000.0
Sweden,SWE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,SWE,Europe & Central Asia,High income,19378000000.0
Syrian Arab Republic,SYR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,SYR,Middle East & North Africa,Low income,0.0
Togo,TGO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,TGO,Sub-Saharan Africa,Low income,5000000.0
Thailand,THA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,THA,East Asia & Pacific,Upper middle income,5246000000.0
Tajikistan,TJK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,TJK,Europe & Central Asia,Lower middle income,0.0
Turkmenistan,TKM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,TKM,Europe & Central Asia,Upper middle income,0.0
Trinidad and Tobago,TTO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,TTO,Latin America & Caribbean,High income,0.0
Tunisia,TUN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,TUN,Middle East & North Africa,Lower middle income,201000000.0
Turkiye,TUR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,TUR,Europe & Central Asia,Upper middle income,7351000000.0
Tanzania,TZA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,TZA,Sub-Saharan Africa,Lower middle income,32000000.0
Ukraine,UKR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,UKR,Europe & Central Asia,Lower middle income,755000000.0
Uruguay,URY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,URY,Latin America & Caribbean,High income,1122000000.0
United States,USA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,USA,North America,High income,234311000000.0
Uzbekistan,UZB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,UZB,Europe & Central Asia,Lower middle income,0.0
Vietnam,VNM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,VNM,East Asia & Pacific,Lower middle income,144000000.0
Kosovo,XKX,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,XKX,Europe & Central Asia,Upper middle income,0.0
"Yemen, Rep.",YEM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,YEM,Middle East & North Africa,Low income,0.0
South Africa,ZAF,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,ZAF,Sub-Saharan Africa,Upper middle income,332000000.0
Zambia,ZMB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,ZMB,Sub-Saharan Africa,Low income,0.0
Zimbabwe,ZWE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2012.0,ZWE,Sub-Saharan Africa,Lower middle income,168000000.0
Angola,AGO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,AGO,Sub-Saharan Africa,Lower middle income,0.0
Albania,ALB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,ALB,Europe & Central Asia,Upper middle income,0.0
United Arab Emirates,ARE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,ARE,Middle East & North Africa,High income,100000000.0
Argentina,ARG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,ARG,Latin America & Caribbean,Upper middle income,2942000000.0
Armenia,ARM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,ARM,Europe & Central Asia,Upper middle income,4000000.0
Australia,AUS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,AUS,East Asia & Pacific,High income,14939000000.0
Austria,AUT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,AUT,Europe & Central Asia,High income,8322000000.0
Azerbaijan,AZE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,AZE,Europe & Central Asia,Upper middle income,69000000.0
Belgium,BEL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,BEL,Europe & Central Asia,High income,11295000000.0
Benin,BEN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,BEN,Sub-Saharan Africa,Lower middle income,0.0
Bangladesh,BGD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,BGD,South Asia,Lower middle income,140000000.0
Bulgaria,BGR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,BGR,Europe & Central Asia,Upper middle income,2845000000.0
Bahrain,BHR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,BHR,Middle East & North Africa,High income,0.0
Bosnia and Herzegovina,BIH,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,BIH,Europe & Central Asia,Upper middle income,0.0
Belarus,BLR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,BLR,Europe & Central Asia,Upper middle income,128000000.0
Bolivia,BOL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,BOL,Latin America & Caribbean,Lower middle income,60000000.0
Brazil,BRA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,BRA,Latin America & Caribbean,Upper middle income,46977000000.0
Brunei Darussalam,BRN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,BRN,East Asia & Pacific,High income,2000000.0
Botswana,BWA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,BWA,Sub-Saharan Africa,Upper middle income,1000000.0
Canada,CAN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,CAN,North America,High income,29337000000.0
Switzerland,CHE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,CHE,Europe & Central Asia,High income,2217000000.0
Chile,CHL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,CHL,Latin America & Caribbean,High income,6323000000.0
China,CHN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,CHN,East Asia & Pacific,Upper middle income,193807000000.0
Cote d'Ivoire,CIV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,CIV,Sub-Saharan Africa,Lower middle income,68000000.0
Cameroon,CMR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,CMR,Sub-Saharan Africa,Lower middle income,68000000.0
"Congo, Dem. Rep.",COD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,COD,Sub-Saharan Africa,Low income,18000000.0
"Congo, Rep.",COG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,COG,Sub-Saharan Africa,Lower middle income,0.0
Colombia,COL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,COL,Latin America & Caribbean,Upper middle income,2106000000.0
Costa Rica,CRI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,CRI,Latin America & Caribbean,Upper middle income,2188000000.0
Cuba,CUB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,CUB,Latin America & Caribbean,Upper middle income,706000000.0
Cyprus,CYP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,CYP,Europe & Central Asia,High income,327000000.0
Czech Republic,CZE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,CZE,Europe & Central Asia,High income,6575000000.0
Germany,DEU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,DEU,Europe & Central Asia,High income,129368000000.0
Denmark,DNK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,DNK,Europe & Central Asia,High income,15955000000.0
Dominican Republic,DOM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013.0,DOM,Latin America & Caribbean,Upper middle income,707000000.0
